requirement_id,requirement_text,module,coverage_id,coverage_description,coverage_type,related_techniques,tags,notes,technique,technique_standard,test_case_id,test_data,expected_result,priority,risk_level,coverage_risk_level,source,design_basis,llm_reason,strategy_reason,requirement_id_coverage,technique_strategy
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-234,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-519,Boundary value: above upper boundary (generic upper boundary review),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-060,Boundary Value Analysis
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-255,Verify core behavior: restore filter,Functional,['Equivalence Partitioning'],['core'],Expected result basis: filter restored,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-565,Representative valid partition data derived from the requirement,filter restored,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: restore filter,,"Coverage item verifies core behavior (restore filter), which is a single functional outcome. Equivalence Partitioning is more appropriate than Decision Table Testing for this simple verification.",REQ-TODO-066,Equivalence Partitioning
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-255,Verify core behavior: restore filter,Functional,['Equivalence Partitioning'],['core'],Expected result basis: filter restored,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-566,Representative invalid partition data derived from the requirement,filter restored,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: restore filter,,"Coverage item verifies core behavior (restore filter), which is a single functional outcome. Equivalence Partitioning is more appropriate than Decision Table Testing for this simple verification.",REQ-TODO-066,Equivalence Partitioning
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-256,Test input field 'page refresh' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: filter restored,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-567,Representative valid partition data derived from the requirement,filter restored,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'page refresh' with valid and invalid data,,"Coverage item tests input field 'page refresh' with valid and invalid data, which is an equivalence partitioning scenario. No boundary or range is specified.",REQ-TODO-066,Equivalence Partitioning
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-256,Test input field 'page refresh' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: filter restored,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-568,Representative invalid partition data derived from the requirement,filter restored,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'page refresh' with valid and invalid data,,"Coverage item tests input field 'page refresh' with valid and invalid data, which is an equivalence partitioning scenario. No boundary or range is specified.",REQ-TODO-066,Equivalence Partitioning
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-257,Validate condition: after refresh,Condition,['Decision Table Testing'],['condition'],Expected result basis: filter restored,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-569,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"Coverage item validates a condition (after refresh), which may involve multiple conditions. Decision Table Testing is appropriate.",REQ-TODO-066,Decision Table Testing
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-257,Validate condition: after refresh,Condition,['Decision Table Testing'],['condition'],Expected result basis: filter restored,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-570,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"Coverage item validates a condition (after refresh), which may involve multiple conditions. Decision Table Testing is appropriate.",REQ-TODO-066,Decision Table Testing
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-258,Test data range and boundaries: local storage,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: filter restored,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-571,Boundary value: below lower boundary (generic lower invalid boundary),filter restored,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly tests data range and boundaries for local storage, making Boundary Value Analysis correct.",REQ-TODO-066,Boundary Value Analysis
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-258,Test data range and boundaries: local storage,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: filter restored,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-572,Boundary value: on lower boundary (generic lower valid boundary),filter restored,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly tests data range and boundaries for local storage, making Boundary Value Analysis correct.",REQ-TODO-066,Boundary Value Analysis
REQ-TODO-066,The system shall restore selected filter state after page refresh.,Todo Persistence,COV-258,Test data range and boundaries: local storage,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: filter restored,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-573,Boundary value: above upper boundary (generic upper boundary review),filter restored,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly tests data range and boundaries for local storage, making Boundary Value Analysis correct.",REQ-TODO-066,Boundary Value Analysis
REQ-TODO-067,The system shall handle missing local storage data without crashing.,Todo Persistence,COV-259,Verify core behavior: handle gracefully,Functional,['Equivalence Partitioning'],['core'],Expected result basis: no crash,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-574,Representative valid partition data derived from the requirement,no crash,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: handle gracefully,,"Coverage item verifies core behavior (handle gracefully), which is a single functional outcome. Equivalence Partitioning is more suitable.",REQ-TODO-067,Equivalence Partitioning
REQ-TODO-067,The system shall handle missing local storage data without crashing.,Todo Persistence,COV-259,Verify core behavior: handle gracefully,Functional,['Equivalence Partitioning'],['core'],Expected result basis: no crash,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-575,Representative invalid partition data derived from the requirement,no crash,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: handle gracefully,,"Coverage item verifies core behavior (handle gracefully), which is a single functional outcome. Equivalence Partitioning is more suitable.",REQ-TODO-067,Equivalence Partitioning
